FORMATO,CADENA,SUBCADENA,CIUDAD,ESTADO,REGION,CLUSTER,STORE_COUNT
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Cuajimalpa de Morelos,Distrito Federal,CENTRO,DIAMANTE,1
CL-SUPER,CASALEY,CL-CASA LEY,Nogales,Sonora,NORTE,BRONCE,1
ZORRO,ZORRO,NA,NA,DESCONOCIDO,ND,ND,1
WM-SUPERAMA,WALMART,WM-SUPERCENTER,San Andres Cholula,Puebla,SUR,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Montemorelos,Nuevo Leon,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,La Piedad,Michoacan,SUR,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Coalcoman de Vazquez Pallares,Michoacan,CENTRO,PLATA,1
ZORRO,ZORRO,NA,Ozumba,Mexico,NA,SIN CLUSTER,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Sombrerete,Zacatecas,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Soledad de Doblado,Veracruz,SUR,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Culiacan,Sinaloa,NORTE,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Irapuato,Guanajuato,SUR,ORO,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Nacajuca,Tabasco,SUR,PLATA,1
ZORRO,ZORRO,NA,Ecatepec De Morelos,Mexico,NA,BRONCE,1
CASH AND CARRY,ZORRO,NA,Iztapalapa,Distrito Federal,NA,SIN CLUSTER,1
CL-FIESTA,CASALEY,CL-CASA LEY,Empalme,Sonora,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,NA,NA,Morelos,ND,ND,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,San Juan del Rio,Queretaro,SUR,ORO,1
CITY CLUB,CITY CLUB,NA,Ixtapaluca,Mexico,ND,BRONCE,1
HEB,HEB,HEB-HEB,Ciudad Madero,Tamaulipas,NORTE,ORO,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cuernavaca,Morelos,SUR,ORO,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Toluca,Mexico,CENTRO,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Nicolas Romero,Mexico,CENTRO,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Irapuato,Guanajuato,SUR,ORO,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-FRESKO,Puebla,Puebla,SUR,ORO,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Jalisco,ND,BRONCE,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,Coyoacan,Distrito Federal,CENTRO,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cordoba,Veracruz,SUR,DIAMANTE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Ciudad Madero,Tamaulipas,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,,Zacoalco de Torres,Jalisco,CENTRO,,1
SAMS CLUB,SAMS,,Juarez,Nuevo Leon,NORTE,,1
WM-CEDIS,WALMART,,Villahermosa,Tabasco,0,,1
WM-SUPER CENTER,WALMART,,NA,Mexico,CENTRO,,1
CM-BODEGA,COMERCIAL MEXICANA,,Actopan,Hidalgo,NA,,1
SO-SUPER,SORIANA,,Cuajimalpa de Morelos,Distrito Federal,CENTRO,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Cuajimalpa de Morelos,Distrito Federal,CENTRO,,1
WM-BODEGA AURRERA,WALMART,,Altamira,Tamaulipas,NORTE,,2
WM-BODEGA AURRERA,WALMART,,Sahuayo,Michoacan,CENTRO,,1
SO-MERCADOS,SORIANA,,La Joya,Mexico,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Aguascalientes,Aguascalientes,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Ciudad de Cancun,Quintana Roo,SUR,,1
7E-AEROPUERTO,7ELEVEN,,NA,Mexico,ND,,1
SO-HIPERMERCADOS,SORIANA,,Lerma,Mexico,CENTRO,,1
CCF-FRESKO,COMERCIAL CITY FRESKO,,NA,Yucatan,0,,1
CITY CLUB,CITY CLUB,,San Nicolas de los Garza,Nuevo Leon,NORTE,,1
WM-SUPER CENTER,WALMART,,NA,Chiapas,SUR,,1
ZORRO,ZORRO,,Tultitlan,Mexico,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Tetela de Ocampo,Puebla,SUR,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,,San Juan del Rio,Queretaro,SUR,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Ecatepec de Morelos,Mexico,CENTRO,,1
SAMS CLUB,SAMS,,San Pedro Garza Garcia,Nuevo Leon,NORTE,,1
SO-HIPERMERCADOS,SORIANA,,Escobedo,Nuevo Leon,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Cajeme,Sonora,NORTE,,1
SO-MERCADOS,SORIANA,,Heroica Ciudad De Huajuapan De Leon,Oaxaca,SUR,,1
COSTCO,COSTCO,,Cuernavaca,Morelos,SUR,,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,,Chalco,Mexico,NA,,1
WM-BOD AURRERA EXPRESS,WALMART,,Juarez,Nuevo Leon,SUR,,1
SO-SUPER,SORIANA,,Ecatepec de Morelos,Mexico,CENTRO,,1
SO-MERCADOS,SORIANA,,Alvaro Obregon,Distrito Federal,CENTRO,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,,Manzanillo,Colima,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Madera,Chihuahua,NORTE,,1
SAMS CLUB,SAMS,,Guaymas,Sonora,NORTE,,1
SAMS CLUB,SAMS,,Boca del Rio,Veracruz,SUR,,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Cuautitlan,Mexico,CENTRO,DIAMANTE,1
CM-MEGA,COMERCIAL MEXICANA,NA,Tlajomulco de Zuniga,Jalisco,ND,ND,1
SAMS CLUB,SAMS,SAM-SAMS,Cordoba,Veracruz,SUR,SAMS,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ixtlahuaca,Mexico,CENTRO,ORO,1
COSTCO,COSTCO,COSTCO,Tlajomulco de Zu��iga,Jalisco,CENTRO,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Aculco,Mexico,CENTRO,DIAMANTE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Los Cabos,Baja California Sur,NORTE,PLATA,1
COSTCO,COSTCO,,Xalapa,Veracruz,SUR,,1
WM-SUPERAMA,WALMART,,Iztapalapa,Distrito Federal,CENTRO,,1
WM-SUPER CENTER,WALMART,,La Piedad,Michoacan,SUR,,1
CM-MEGA,COMERCIAL MEXICANA,NA,La Paz,Baja California Sur,ND,ND,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Zacapu,Michoacan,CENTRO,DIAMANTE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Tlalpan,Distrito Federal,CENTRO,PLATA,1
CL-CEDIS,CASALEY,NA,NA,Sonora,NA,BRONCE,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Tultitlan,Mexico,CENTRO,ORO,1
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Guadalajara,Jalisco,CENTRO,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Pesqueria,Nuevo Leon,SUR,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,Apetatitlan de Antonio Carvajal,Tlaxcala,SUR,SAMS,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Contla de Juan Cuamatzi,Tlaxcala,SUR,PLATA,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Tlajomulco De Zuniga,Jalisco,CENTRO,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Yajalon,Chiapas,SUR,PLATA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Miravista,Nuevo Leon,NORTE,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Toluca,Mexico,CENTRO,PLATA,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Tapachula,Chiapas,SUR,ORO,1
COSTCO,COSTCO,COSTCO,Tlalpan,Distrito Federal,CENTRO,DIAMANTE,1
COSTCO,COSTCO,COSTCO,Puerto Vallarta,Jalisco,CENTRO,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Teolocholco,Tlaxcala,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,BenitoJuarez,Quintana Roo,SUR,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Actopan,Hidalgo,SUR,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Soledad de Graciano Sanchez,San Luis Potosi,NORTE,PLATA,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Durango,Durango,NORTE,BRONCE,1
CH-SUPERCHE,TIENDAS CHEDRAUI,NA,NA,Desconocido,NORTE,BRONCE,1
SO-CITY CLUB,SORIANA,NA,Gomez Palacio,Durango,ND,ND,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Penjamo,Guanajuato,SUR,DIAMANTE,1
CM-MEGA,COMERCIAL MEXICANA,NA,Morelia,Michoacan,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Calimaya,Mexico,CENTRO,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Veracruz,Veracruz,SUR,PLATA,1
SO-SUPER,SORIANA,SOR-SUPER,Gustavo A. Madero,Distrito Federal,CENTRO,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Acapulco de Juarez,Guerrero,SUR,PLATA,1
CL-CEDIS,CASALEY,NA,Hermosillo,Sonora,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Yurecuaro,Michoacan,SUR,PLATA,1
CH-CEDIS,TIENDAS CHEDRAUI,CH-CEDIS,Benito Juarez,Quintana Roo,SUR,BRONCE,1
CITY CLUB,CITY CLUB,NA,NA,Tamaulipas,ND,BRONCE,1
SAMS CLUB,SAMS,,NA,Queretaro,SUR,,1
SO-EXPRESS,SORIANA,,Naranjos Amatlan,Veracruz,SUR,,1
7E-7ELEVEN,7ELEVEN,,NA,Quintana Roo,ND,,1
WM-MI BODEGA AURRERA,WALMART,,Ajalpan,Puebla,SUR,,1
WM-SUPERAMA,WALMART,,San Andres Cholula,Puebla,CENTRO,,1
WM-SUPERAMA,WALMART,,Camino a Santa Rita,San Luis Potosi,NORTE,,1
CM-MEGA,COMERCIAL MEXICANA,,Tepic,Nayarit,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Ocoyoacac,Mexico,CENTRO,,1
SAMS CLUB,SAMS,,San Cristobal de las Casas,Chiapas,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Villagran,Guanajuato,SUR,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Chiautempan,Tlaxcala,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Puruandiro,Michoacan,CENTRO,,1
COSTCO,COSTCO,,Chihuahua,Chihuahua,NORTE,,1
SO-MERCADOS,SORIANA,,Acambaro,Guanajuato,CENTRO,,1
CH-SELECTO,TIENDAS CHEDRAUI,,Los Cabos,Baja California Sur,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Jerez,Zacatecas,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Tamaulipas,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Tlalpan,Distrito Federal,CENTRO,BRONCE,1
OXXO,OXXO,NA,Temascalapa,Mexico,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Jesus Maria Quereta,Queretaro,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,,Texcoco,Mexico,CENTRO,,2
CH-SUPERCHE,TIENDAS CHEDRAUI,,Felipe Carrillo Puerto,Quintana Roo,SUR,,1
SO-HIPERMERCADOS,SORIANA,,Huatulco,Oaxaca,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Tecamachalco,Puebla,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Cuencame,Durango,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Reynosa,Tamaulipas,NA,,1
SAMS CLUB,SAMS,,NA,Desconocido,0,,2
WM-BOD AURRERA EXPRESS,WALMART,,Cedias Merida,Yucatan,SUR,,1
SAMS CLUB,SAMS,,NA,Mexico,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Chilapa de alvarez,Guerrero,SUR,,1
SO-MERCADOS,SORIANA,,Comitan de Dominguez,Chiapas,SUR,,1
WM-BODEGA AURRERA,WALMART,,San Juan Zuazua,Nuevo Leon,NORTE,,1
SO-EXPRESS,SORIANA,,Nacozari de Garcia,Sonora,NORTE,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Capulhuac,Mexico,CENTRO,,1
SAMS CLUB,SAMS,,Solidaridad,Quintana Roo,SUR,,1
WM-BOD AURRERA EXPRESS,WALMART,,Soledad De Graciano Sanchez,San Luis Potosi,NORTE,,2
COSTCO,COSTCO,,Merida,Yucatan,0,,1
WM-SUPERAMA,WALMART,,Xalapa,Veracruz,SUR,,1
SO-MERCADOS,SORIANA,,Navojoa,Sonora,NORTE,,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Ciudad Valles,San Luis Potosi,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Agua Dulce,Veracruz,SUR,PLATA,1
SO-SUPER,SORIANA,SOR-SUPER,San Luis Potosi,San Luis Potosi,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Guadalajara,Jalisco,ND,ND,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,NA,Acapulco de Juarez,Guerrero,ND,ND,3
JUSTO,JUSTO,NA,Coyoacan,Distrito Federal,NA,BRONCE,1
HEB-MI TIENDA,HEB,NA,NA,Nuevo Leon,ND,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Orizaba,Veracruz,SUR,DIAMANTE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Zapopan,Jalisco,CENTRO,DIAMANTE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Champoton,Campeche,SUR,PLATA,1
FU-AL SUPER STORE,FUTURAMA,FUT-AL SUPER,Durango,Durango,NORTE,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Acambaro,Guanajuato,CENTRO,ORO,2
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Gustavo A. Madero,Distrito Federal,CENTRO,DIAMANTE,2
WM-BOD AURRERA EXPRESS,WALMART,NA,Leon,Guanajuato,ND,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Muzquiz,Coahuila,NORTE,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Victoria,Tamaulipas,NORTE,PLATA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Puerta Dorada,Guanajuato,NORTE,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Benito Juarez,Quintana Roo,SUR,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Acajete,Puebla,SUR,PLATA,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Cuauhtemoc,Distrito Federal,CENTRO,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Yurecuaro,Michoacan,SUR,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Talpa de Allende,Veracruz,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Valle del Jaral,Nuevo Leon,NORTE,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,Puerto Penasco,Sonora,NORTE,SAMS,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Ciudad Obregon,Sonora,NORTE,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Ciudad Madero,Tamaulipas,NORTE,ORO,1
CL-SUPER,CASALEY,CL-EXPRESS,Tijuana,Baja California,NORTE,BRONCE,1
SO-CITY CLUB,SORIANA,NA,Benito Juarez,Quintana Roo,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Puebla,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,,Cuautitlan,Mexico,ND,,1
CITY CLUB,CITY CLUB,,Solidaridad,Quintana Roo,SUR,,1
SO-SUPER,SORIANA,,Toluca,Mexico,CENTRO,,1
WM-SUPER CENTER,WALMART,,Iguala,Guerrero,SUR,,1
ZORRO,ZORRO,NA,Morelia,Michoacan,NORTE,BRONCE,1
SO-SUPER,SORIANA,SOR-EXPRESS,Apodaca,Nuevo Leon,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Carrizaje,Nuevo Leon,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,NA,Tlajomulco,Jalisco,ND,APERTURA,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Acala,Chiapas,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Tequisquiapan,Queretaro,SUR,ORO,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Tampico,Tamaulipas,NORTE,BRONCE,1
CITY CLUB,CITY CLUB,NA,Culiacan,Sinaloa,ND,BRONCE,1
HEB,HEB,HEB-HEB,Saltillo,Coahuila,NORTE,ORO,2
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Minatitlan,Veracruz,SUR,DIAMANTE,1
CL-FIESTA,CASALEY,CL-CASA LEY,Ciudad Obregon,Sonora,NORTE,BRONCE,1
CITY CLUB,CITY CLUB,NA,Benito Juarez,Quintana Roo,ND,BRONCE,1
SO-HIPERMERCADOS,SORIANA,NA,NA,Desconocido,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Monterrey,Nuevo Leon,ND,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,NA,NA,Yucatan,ND,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Guamuchil,Sinaloa,NORTE,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Tlaxcala,Tlaxcala,CENTRO,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ahome,Sinaloa,NORTE,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Aguascalientes,Aguascalientes,NORTE,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Huerta Vieja,Jalisco,CENTRO,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Teziutlan,Puebla,SUR,DIAMANTE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Acapulco de Juarez,Guerrero,SUR,DIAMANTE,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Tejupilco,Mexico,CENTRO,ORO,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Bicentenario,Hidalgo,CENTRO,ORO,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cancun,Quintana Roo,SUR,PLATA,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Patzcuaro,Michoacan,CENTRO,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,NA,Centro,Tabasco,ND,ND,1
ZORRO,ZORRO,NA,NA,Desconocido,ND,BRONCE,1
SAMS CLUB,SAMS,NA,NA,Tlaxcala,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Ciudad Natura,Nuevo Leon,NORTE,BRONCE,1
SO-SUPER,SORIANA,SOR-SUPER,Monterrey,Nuevo Leon,NORTE,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Othon P. Blanco,Quintana Roo,SUR,DIAMANTE,1
COSTCO,COSTCO,COSTCO,Tlalnepantla de Baz,Mexico,CENTRO,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,NA,Tabasco Centro,Tabasco,SUR,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Hidalgo,Michoacan,CENTRO,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Tijuana,Baja California,ND,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Tamaulipas,ND,BRONCE,1
SAMS-CEDIS,SAMS,WM-CEDIS,Chihuahua,Chihuahua,NORTE,BRONCE,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Ciudad Sahagun,Hidalgo,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,El Oro,Mexico,CENTRO,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,San Diego de la Uni,Guanajuato,NORTE,PLATA,1
CH-SUPERCITO,TIENDAS CHEDRAUI,,NA,Desconocido,0,,1
WM-SUPERAMA,WALMART,,NA,Desconocido,0,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Jiutepec,Morelos,SUR,,1
WM-SUPER CENTER,WALMART,,Guasave,Sinaloa,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,El Fuerte,Sinaloa,NORTE,,1
7E-PEATONAL,7ELEVEN,,NA,Morelos,NA,,1
SO-EXPRESS,SORIANA,,Tantoyuca,Veracruz,SUR,,1
WM-BODEGA AURRERA,WALMART,,Montemorelos,Nuevo Leon,NORTE,,1
CCF-FRESKO,COMERCIAL CITY FRESKO,,Cabo San Lucas,Baja California Sur,NORTE,,1
WM-SUPER CENTER,WALMART,,Bahia de Banderas,Nayarit,CENTRO,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Atizapan de Zaragoza,Mexico,CENTRO,,1
WM-SUPER CENTER,WALMART,,Apodaca,Nuevo Leon,NORTE,,2
SO-EXPRESS,SORIANA,,Sayula,Jalisco,CENTRO,,1
ZORRO,ZORRO,,Iguala de la Independencia,Guerrero,NA,,1
WM-BOD AURRERA EXPRESS,WALMART,,Monte Verde Ags,Aguascalientes,NORTE,,1
SO-EXPRESS,SORIANA,,Puebla,Puebla,SUR,,1
CM-MEGA,COMERCIAL MEXICANA,,Atlacomulco,Mexico,NA,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Apizaco,Tlaxcala,SUR,,1
7E-CARRETERA,7ELEVEN,,TAMAULIPAS,Coahuila,ND,,2
CM-MEGA,COMERCIAL MEXICANA,,Campeche,Campeche,NA,,1
WM-BODEGA AURRERA,WALMART,,Camino A Calera,Hidalgo,SUR,,1
CCF-CITY MARKET,COMERCIAL CITY FRESKO,,NA,Mexico,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Zaragoza,Coahuila,NORTE,,1
SAMS CLUB,SAMS,,Huixquilucan,Mexico,CENTRO,,1
WM-SUPER CENTER,WALMART,,Santa Catarina,Nuevo Leon,NORTE,,1
COSTCO,COSTCO,,Miguel Hidalgo,Distrito Federal,CENTRO,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Palenque,Chiapas,SUR,,1
CH-CEDIS,TIENDAS CHEDRAUI,,Jalapa,Tabasco,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Aldama,Chihuahua,NORTE,,1
CH-SELECTO,TIENDAS CHEDRAUI,,Cuajimalpa de Morelos,Distrito Federal,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Hecelchakan,Campeche,SUR,PLATA,1
CL-FIESTA,CASALEY,CL-CASA LEY,Navolato,Sinaloa,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Agua Prieta,Sonora,NORTE,ORO,1
SO-SUPER,SORIANA,SOR-SUPER,Apodaca,Nuevo Leon,NORTE,BRONCE,1
CM-MEGA,COMERCIAL MEXICANA,NA,Coatzacoalcos,Veracruz,ND,ND,1
CM-BODEGA,COMERCIAL MEXICANA,,Irapuato,Guanajuato,NA,,1
7E-7ELEVEN,7ELEVEN,,NA,NA,ND,,1
SO-HIPERMERCADOS,SORIANA,,Guanajuato,Guanajuato,NORTE,,1
CITY CLUB,CITY CLUB,NA,Los Cabos,Baja California Sur,ND,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Yahualica de Gonzalez Gallo,Jalisco,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Huitzuco de los Figueroa,Guerrero,SUR,PLATA,1
CCF-CITY MARKET,COMERCIAL CITY FRESKO,CF-CITY MARKET,Coyoacan,Distrito Federal,CENTRO,DIAMANTE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Isla Mujeres,Quintana Roo,SUR,ORO,1
CH-CEDIS,TIENDAS CHEDRAUI,CH-SUPERCITO,Villahermosa,Tabasco,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Los Sauces Huejotzi,Puebla,SUR,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Pachuca de Soto,Hidalgo,SUR,PLATA,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Choix,Sinaloa,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Kanasin,Yucatan,SUR,ORO,1
COSTCO,COSTCO,COSTCO,Aguascalientes,Aguascalientes,NORTE,DIAMANTE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Mazatlan,Sinaloa,NORTE,ORO,1
SO-HIPERMERCADOS,SORIANA,SOR-SUPER,Torreon,Coahuila,NORTE,ORO,1
CCF-CITY MARKET,COMERCIAL CITY FRESKO,CF-CITY MARKET,Cuajimalpa de Morelos,Distrito Federal,CENTRO,DIAMANTE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Gustavo A. Madero,Distrito Federal,CENTRO,PLATA,1
OXXO,OXXO,OXXO,Monterrey Norte,Nuevo Leon,NA,BRONCE,1
SAMS CLUB,SAMS,NA,NA,Aguascalientes,ND,SAMS,1
CH-TIENDAS,TIENDAS CHEDRAUI,NA,NA,Mexico,ND,ND,1
CL-SUPER,CASALEY,CL-CASA LEY,Culiacan,Sinaloa,NORTE,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,Monclova,Coahuila,NORTE,SAMS,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Jiutepec,Morelos,SUR,ORO,1
CM-MEGA,COMERCIAL MEXICANA,NA,Tepic,Nayarit,ND,ND,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Rosario,Sinaloa,NORTE,BRONCE,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-SELECTO,San Luis Potosi,San Luis Potosi,NORTE,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Othon P. Blanco,Quintana Roo,SUR,ORO,1
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Gustavo A. Madero,Distrito Federal,CENTRO,ORO,1
